church_name,denomination,family,address,city_state,zip,phone,website,page_url,irs_ein,irs_address,irs_city,irs_state,irs_zip
New Kensington Worship and Service Center,Non-Denominational / Independent,Other Churches,,,,(724) 335-7620,,https://www.usachurches.org/church/new-kensington-worship-and-service-center.htm,,,,,
Family Worship Center,Non-Denominational / Independent,Other Churches,,,,(502) 543-4444,https://familyworshipcenteronline.com,https://www.usachurches.org/church/family-worship-center-shepherdsville.htm,,,,,
The Voice Ministries,Non-Denominational / Independent,Other Churches,,,,(302) 525-6293,,https://www.usachurches.org/church/the-voice-ministries.htm,,,,,
Central Community Church,Non-Denominational / Independent,Other Churches,,,,(724) 962-4968,,https://www.usachurches.org/church/central-community-church.htm,,,,,
Lattingtown Baptist Church,Non-Denominational / Independent,Other Churches,,,,(845) 795-2908,,https://www.usachurches.org/church/lattingtown-baptist-church.htm,,,,,
First Christian Church,Non-Denominational / Independent,Other Churches,,,,(724) 774-0518,,https://www.usachurches.org/church/first-christian-church-beaver.htm,,,,,
Porter Chapel Church,Non-Denominational / Independent,Other Churches,,,,(417) 668-5010,,https://www.usachurches.org/church/porter-chapel-church.htm,,,,,
A Word in Season Ministry Center,Non-Denominational / Independent,Other Churches,,,,(317) 679-3478,,https://www.usachurches.org/church/a-word-in-season-ministry-center.htm,,,,,
One Step Ministry,Non-Denominational / Independent,Other Churches,,,,(866) 303-7818,,https://www.usachurches.org/church/one-step-ministry.htm,,,,,
Oak Grove Community Church,Non-Denominational / Independent,Other Churches,,,,(870) 342-9287,,https://www.usachurches.org/church/oak-grove-community-church.htm,,,,,
Elk Valley Chapel,Non-Denominational / Independent,Other Churches,,,,(304) 847-7200,,https://www.usachurches.org/church/elk-valley-chapel.htm,,,,,
Victory Harbor Church,Non-Denominational / Independent,Other Churches,,,,(423) 234-7013,https://victoryharbor.com,https://www.usachurches.org/church/victory-harbor-church.htm,,,,,
Trevitt New Life Ministries,Non-Denominational / Independent,Other Churches,,,,(614) 258-8804,,https://www.usachurches.org/church/trevitt-new-life-ministries.htm,,,,,
Faith Community Church,Non-Denominational / Independent,Other Churches,,,,(313) 272-4404,,https://www.usachurches.org/church/faith-community-church-detroit.htm,,,,,
Living Stones Church,Non-Denominational / Independent,Other Churches,,,,(614) 860-9631,,https://www.usachurches.org/church/living-stones-church.htm,,,,,
Convergence Church,Non-Denominational / Independent,Other Churches,,,,(850) 398-5712,,https://www.usachurches.org/church/convergence.htm,,,,,
Victory Life and Praise,Non-Denominational / Independent,Other Churches,,,,(863) 533-6522,,https://www.usachurches.org/church/victory-life-and-praise.htm,,,,,
Living Vine Church,Non-Denominational / Independent,Other Churches,,,,(704) 906-7348,,https://www.usachurches.org/church/living-vine-church.htm,,,,,
Saint Paul Community Church,Non-Denominational / Independent,Other Churches,,,,(251) 368-5565,,https://www.usachurches.org/church/saint-paul-community-church.htm,,,,,
Community Friends Church,Non-Denominational / Independent,Other Churches,,,,(330) 376-2239,,https://www.usachurches.org/church/community-friends-church.htm,,,,,
River of God Church,Non-Denominational / Independent,Other Churches,,,,(724) 748-4737,,https://www.usachurches.org/church/river-of-god-church.htm,,,,,
Anointed Word Ministries Praise & Worship Center,Non-Denominational / Independent,Other Churches,,,,(252) 291-0541,,https://www.usachurches.org/church/anointed-word-ministries-praise-worship-center.htm,,,,,
Integrity Christian Fellowship,Non-Denominational / Independent,Other Churches,,,,(702) 364-5421,,https://www.usachurches.org/church/integrity-christian-fellowship.htm,,,,,
Fellowship Bible Church,Non-Denominational / Independent,Other Churches,,,,(517) 265-1315,,https://www.usachurches.org/church/fellowship-bible-church.htm,,,,,
Missions For Christ Assembly,Non-Denominational / Independent,Other Churches,,,,(520) 572-4937,,https://www.usachurches.org/church/missions-for-christ-assembly.htm,,,,,
Huskies for Christ,Non-Denominational / Independent,Other Churches,,,,(206) 364-2275,,https://www.usachurches.org/church/huskies-for-christ.htm,,,,,
True Light Christian Church,Non-Denominational / Independent,Other Churches,,,,(304) 877-6200,,https://www.usachurches.org/church/true-light-christian-church.htm,,,,,
Ecclesia Christian Fellowship,Non-Denominational / Independent,Other Churches,,,,(909) 881-5551,https://ecclesiachurch.com,https://www.usachurches.org/church/ecclesia-christian-fellowship.htm,,,,,
Emmanuel Faith Community Church,Non-Denominational / Independent,Other Churches,,,,(760) 745-2541,https://efcc.org,https://www.usachurches.org/church/emmanuel-faith-community-church.htm,,,,,
Christian Life Center,Non-Denominational / Independent,Other Churches,,,,(708) 429-7729,https://clc.tv,https://www.usachurches.org/church/christian-life-center-tinley-park.htm,,,,,
"Victory Christian Ministries International, Charles County Campus",Non-Denominational / Independent,Other Churches,,,,(301) 645-5171,https://vcmicc.org,https://www.usachurches.org/church/victory-christian-ministries-international.htm,,,,,
North County Christ the King Church,Non-Denominational / Independent,Other Churches,,,,(360) 318-9446,https://ncctk.com,https://www.usachurches.org/church/north-county-christ-the-king-church.htm,,,,,
Life Christian Church,Non-Denominational / Independent,Other Churches,,,,(760) 439-3300,https://lifechristianchurch.com,https://www.usachurches.org/church/life-christian-church-vista.htm,,,,,
Casa de Dios,Non-Denominational / Independent,Other Churches,,,,(385) 207-6041,https://utahcasadedios.org,https://www.usachurches.org/church/casadedios.htm,,,,,
Victory Church,Non-Denominational / Independent,Other Churches,,,,(860) 346-6771,https://ourvictory.org,https://www.usachurches.org/church/victorychurchmiddlefield.htm,,,,,
TCMI Church,Non-Denominational / Independent,Other Churches,,,,(702) 476-5660,https://tcmichurch.com,https://www.usachurches.org/church/tcmi-christian-event-center.htm,,,,,
Friends Church Yorba Linda,Non-Denominational / Independent,Other Churches,,,,(714) 777-2875,https://friends.church/yorba-linda,https://www.usachurches.org/church/yorba-linda-friends-church.htm,,,,,
Whitewater Crossing Christian Church,Non-Denominational / Independent,Other Churches,,,,(513) 661-5811,https://whitewatercrossing.org,https://www.usachurches.org/church/whitewatercrossingchristianchurch.htm,,,,,
Living Word Fellowship Church,Non-Denominational / Independent,Other Churches,,,,(281) 260-7402,https://lwfellowshipchurch.org,https://www.usachurches.org/church/livingwordfellowshipchurch.htm,,,,,
The Family Church at Christian Retreat,Non-Denominational / Independent,Other Churches,,,,(941) 746-2882,https://thefamily.church,https://www.usachurches.org/church/the-family-church-at-christian-retreat.htm,,,,,
Westside Church Internacional,Non-Denominational / Independent,Other Churches,,,,(720) 409-3249,https://westsidechurchintl.org,https://www.usachurches.org/church/westsidechurchinternacional.htm,,,,,
Faith City Church,Non-Denominational / Independent,Other Churches,,,,(301) 735-2415,https://faithcitymd.org,https://www.usachurches.org/church/faith-city-church.htm,,,,,
Connect Christian Church,Non-Denominational / Independent,Other Churches,,,,(513) 753-4455,https://connect.cc,https://www.usachurches.org/church/connect-christian-church.htm,,,,,
Oasis Church,Non-Denominational / Independent,Other Churches,,,,(386) 214-9168,https://oasischurchfl.com,https://www.usachurches.org/church/oasischurchfl.htm,,,,,
Chapel Rock Christian Church,Non-Denominational / Independent,Other Churches,,,,(317) 247-9739,https://chapelrock.org,https://www.usachurches.org/church/chapelrockchristianchurch.htm,,,,,
King's House Church International,Non-Denominational / Independent,Other Churches,,,,(203) 640-6833,https://kingshousechurch.org,https://www.usachurches.org/church/the-kings-house-church.htm,,,,,
Faithway Community Church,Non-Denominational / Independent,Other Churches,,,,(361) 527-3804,https://myfaithway.org,https://www.usachurches.org/church/faithwaycommunitychurch.htm,,,,,
Pikes Peak Christian Church,Non-Denominational / Independent,Other Churches,,,,(719) 392-9061,https://pikespeakchristianchurch.com,https://www.usachurches.org/church/pikespeakchristianchurch.htm,,,,,
Gethsemane Church,Non-Denominational / Independent,Other Churches,,,,(773) 595-4668,https://tgc1611.org,https://www.usachurches.org/church/gethsemanechurch.htm,,,,,
Dunamis Life Outreach Fellowship,Non-Denominational / Independent,Other Churches,,,,(228) 424-5864,https://dunamislifeoutreach.org,https://www.usachurches.org/church/dunamislifeoutreachfellowship.htm,,,,,
"Seacoast Church, Summerville Campus",Non-Denominational / Independent,Other Churches,,,,(843) 486-0193,https://seacoast.org,https://www.usachurches.org/church/seacoastchurchsummervillecampus.htm,,,,,
Brookville Road Community Church,Non-Denominational / Independent,Other Churches,,,,(317) 861-3880,https://brookvilleroad.cc,https://www.usachurches.org/church/brookvilleroadcommunitychurch.htm,,,,,
True Life Church,Non-Denominational / Independent,Other Churches,,,,(720) 513-3432,https://truelifearvada.com,https://www.usachurches.org/church/truelifechurch.htm,,,,,
Encounter Church Fort Worth,Non-Denominational / Independent,Other Churches,,,,(817) 885-8506,https://encounterchurchfw.org,https://www.usachurches.org/church/encounterchurchfortworth.htm,,,,,
The King's Cathedral,Non-Denominational / Independent,Other Churches,,,,(401) 780-8900,https://thekingscathedral.com,https://www.usachurches.org/church/the-kings-cathedral.htm,,,,,
Oasis of Love Community Church,Non-Denominational / Independent,Other Churches,,,,(614) 312-2624,https://oasisoflovecc.org,https://www.usachurches.org/church/oasis-of-love-community-church.htm,,,,,
Eastpointe Christian Church,Non-Denominational / Independent,Other Churches,,,,(614) 501-8594,https://eastpointechristian.com,https://www.usachurches.org/church/eastpointe-christian-church.htm,,,,,
Restoration Worship Center,Non-Denominational / Independent,Other Churches,,,,(413) 209-8456,https://rwcchurch.com,https://www.usachurches.org/church/restorationworshipcenter.htm,,,,,
Bethel Community Church,Non-Denominational / Independent,Other Churches,,,,(405) 354-7292,https://mybethel.cc,https://www.usachurches.org/church/bethel-baptist-church-yukon.htm,,,,,
The Open Door Christian Church,Non-Denominational / Independent,Other Churches,,,,(320) 292-5995,https://opendoornewlondon.org,https://www.usachurches.org/church/the-open-door-christian-church.htm,,,,,
Word of Faith International Christian Center,Non-Denominational / Independent,Other Churches,,,,(248) 353-3476,https://wordoffaith.cc,https://www.usachurches.org/church/word-of-faith-international-christian-center.htm,,,,,
Living Word International Christian Church,Non-Denominational / Independent,Other Churches,,,,(301) 989-4673,https://lwicc.org,https://www.usachurches.org/church/immanuels-church.htm,,,,,
Real Life Ministries,Non-Denominational / Independent,Other Churches,,,,(208) 777-7325,https://reallifeministries.com,https://www.usachurches.org/church/real-life-ministries-post-falls.htm,,,,,
Destiny Family Christian Center,Non-Denominational / Independent,Other Churches,,,,(915) 755-7744,https://destiny4me.com,https://www.usachurches.org/church/destiny-family-christian-center.htm,,,,,
Park Church,Non-Denominational / Independent,Other Churches,,,,(732) 530-7737,https://parkchurchnj.com,https://www.usachurches.org/church/outreach-red-bank.htm,,,,,
South Fellowship Church,Non-Denominational / Independent,Other Churches,,,,(303) 797-1500,https://southfellowship.org,https://www.usachurches.org/church/south-fellowship-church.htm,,,,,
Hope City Church,Non-Denominational / Independent,Other Churches,,,,(718) 257-5494,https://hopecitychurch.co,https://www.usachurches.org/church/hopecitychurch.htm,,,,,
Christ International Community Church,Non-Denominational / Independent,Other Churches,,,,(614) 472-2597,https://ciccohio.org,https://www.usachurches.org/church/christ-international-community-church.htm,,,,,
Sunnyside Christian Church,Non-Denominational / Independent,Other Churches,,,,(719) 596-1659,https://sunnysidechristian.com,https://www.usachurches.org/church/sunnyside-christian-church.htm,,,,,
Bread of Life Community Church,Non-Denominational / Independent,Other Churches,,,,(903) 393-8548,https://reklawunity.org,https://www.usachurches.org/church/breadoflifecommunitychurch.htm,,,,,
Family Christian Center,Non-Denominational / Independent,Other Churches,,,,(219) 922-6500,https://familychristiancenter.org,https://www.usachurches.org/church/family-christian-center-munster.htm,,,,,
The Church at Rancho Bernardo,Non-Denominational / Independent,Other Churches,,,,(858) 592-2434,https://thechurchrb.org,https://www.usachurches.org/church/the-church-at-rancho-bernardo.htm,,,,,
The Crossing Church,Non-Denominational / Independent,Other Churches,,,,(813) 626-0783,https://wearecrossing.com,https://www.usachurches.org/church/the-crossing-church.htm,,,,,
Grace Church Reno,Non-Denominational / Independent,Other Churches,,,,(775) 747-9000,https://gracechurchreno.org,https://www.usachurches.org/church/grace-church-reno.htm,,,,,
The Pavilion of Praise Christian Church,Non-Denominational / Independent,Other Churches,,,,(623) 349-1068,https://thepavilionofpraisecathedral.com,https://www.usachurches.org/church/the-pavilion-of-praise-ministries-cogic.htm,,,,,
Runner For Christ Ministries,Non-Denominational / Independent,Other Churches,,,,(313) 381-9303,https://rfcm.org,https://www.usachurches.org/church/runner-for-christ-ministries.htm,,,,,
Grace Community Church,Non-Denominational / Independent,Other Churches,,,,(480) 894-2201,https://graceaz.com,https://www.usachurches.org/church/grace-community-church-tempe.htm,,,,,
New Vision Fellowship,Non-Denominational / Independent,Other Churches,,,,(601) 591-1267,https://nvfms.org,https://www.usachurches.org/church/newvisionfellowship.htm,,,,,
